title,category,days_to_trend,archetype,confidence,timing,recommendation
"Nintendo Wii Games are Old Now, just like you",Gaming,1062,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Dark Souls 2 by Overpowered Stupid Means,Gaming,1064,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
"I Gave 100 Minecraft Players a 10,000 Block-Long Wall to Build Anything",Gaming,1066,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I was sponsored to Censor Live TV in Not For Broadcast,Gaming,1068,Flash Viral,15/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Dark Souls 2 by Broken Stupid Means,Gaming,1070,Flash Viral,15/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
We Made Youtube Change Its Policy,Gaming,1072,Mid-Burn Trending,61/100,Evergreen topic — publish whenever you're ready.,Viable if you can turn around quality content in 3–5 days.
Beating Dark Souls 2 by Summoning Stupid Characters,Gaming,1074,Flash Viral,10/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Man with an Unhealthy Relationship with Daisy,Gaming,1076,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Forgotten Wallace and Gromit Game made by Telltale: Episode 4 (The End),Gaming,1078,Flash Viral,11/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Dark Souls 2 by Increasingly Stupid Means,Gaming,1080,Flash Viral,21/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Forgotten Wallace and Gromit Game made by Telltale: Episode 3,Gaming,1082,Flash Viral,8/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Dark Souls 2 by Completely Stupid Means,Gaming,1084,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Forgotten Wallace and Gromit Game made by Telltale: Episode 2,Gaming,1086,Flash Viral,14/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Long Drive is a Flawless Masterpiece with no flaws whatsoever,Gaming,1088,Flash Viral,5/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Forgotten Wallace and Gromit Game made by Telltale: Episode 1,Gaming,1090,Flash Viral,19/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Building A Theme Park that Kills You in Parkitect,Gaming,1092,Flash Viral,10/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Yes Your Grace: A Violent End for Medieval Monarchy,Gaming,1093,Flash Viral,4/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Hitman Freelancer is a Flawless Masterpiece with no flaws whatsoever,Gaming,1095,Flash Viral,10/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
"It Takes Two: A Co-Op Adventure, About Divorce",Gaming,1097,Flash Viral,12/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
A Man Who Sucks At Tetris Plays Tetris Effect,Gaming,1102,Flash Viral,1/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
"Yes, Your Grace: A Medieval Monarchy Nightmare Sim",Gaming,1104,Flash Viral,28/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Façade is a Psychological Horror AI Game now,Gaming,1106,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Surviving Constant Disaster in Settlement Survival,Gaming,1112,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
A Man With No Rhythm Plays Rhythm Heaven Megamix,Gaming,1117,Flash Viral,17/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
My name is Johnny Anime. Let's FINISH Persona 5 Royal. The Full Ending Arc,Gaming,1119,Flash Viral,7/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
"I'm not a Pokemon World Champion, but my Coach is ft. WolfeyVGC",Gaming,1121,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Saudi Arabia stole my Cities Skyline City. Let's steal it back,Gaming,1123,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Bible is now on Steam. Let's Play The Bible,Gaming,1125,Flash Viral,5/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Youtube.,Comedy,1127,Mid-Burn Trending,2/100,Evergreen topic — publish whenever you're ready.,Viable if you can turn around quality content in 3–5 days.
Youtube is Restricting My Content,Gaming,1145,Mid-Burn Trending,15/100,Evergreen topic — publish whenever you're ready.,Viable if you can turn around quality content in 3–5 days.
Best of RTGame 2022,Gaming,1158,Mid-Burn Trending,1/100,Evergreen topic — publish whenever you're ready.,Viable if you can turn around quality content in 3–5 days.
I Have Replaced God in Persona 5 Royal. The Full Shido Arc,Gaming,1160,Flash Viral,7/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Expect You To Die 2: A VR Sequel Designed To Kill You,Gaming,1162,Flash Viral,8/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Asked 300 Minecraft Players to Build A New Central America,Gaming,1164,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I was sponsored to Create Dangerous Potions in Potion Craft: Alchemist Simulator,Gaming,1166,Flash Viral,12/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Gambling My Life for Persona 5 Royal. The Full Casino Arc,Gaming,1168,Flash Viral,9/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Mario Kart causes me great pain,Gaming,1170,Flash Viral,5/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
We Spent Two Years Building a New Earth in Minecraft,Gaming,1175,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Using Excessive Force to Play Nintendo Switch Sports,Gaming,1177,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Have Become The Persona 5 Royal. The Full Okumura Arc,Gaming,1179,Flash Viral,9/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Wii Are Not Good at Nintendo Switch Sports ft. Jaiden Animations,Gaming,1180,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Pokemon Scarlet and Violet's Sandwich Postgame,Gaming,1182,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Pokemon Scarlet and Violet's Insane Ending,Gaming,1184,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Pokemon Scarlet and Violet with Shiny Mareep,Gaming,1186,Flash Viral,8/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Pokemon Scarlet and Violet by Skipping Vital Gyms,Gaming,1188,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Pokemon Scarlet and Violet with Pokemon That Don't Obey,Gaming,1190,Flash Viral,11/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Pokemon Scarlet and Violet by Broken Stupid Means,Gaming,1192,Flash Viral,7/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Pokemon Scarlet and Violet by Completely Stupid Means,Gaming,1193,Flash Viral,10/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Have Completely Broken Persona 5 Royal. The Full Medjed Arc,Gaming,1196,Flash Viral,9/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Better VR Metaverse that already exists,Gaming,1199,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Breaking Persona 5 Royal by Exploiting Everything For Money. The Full Kaneshiro Arc,Gaming,1201,Flash Viral,9/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Placid Plastic Duck Simulator: A Dramatic Masterpiece,Gaming,1202,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Let's Erect a Massive Shaft in Terraria,Gaming,1204,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Expect You To Die: A VR Game Designed To Kill You,Gaming,1206,Flash Viral,17/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Watched a Second Review of My Content,Gaming,1208,Flash Viral,6/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Have a Brick. And I Will Beat Persona 5 Royal. The Full Madarame Arc,Gaming,1210,Flash Viral,14/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Trombone Champ has Amazing Custom Song Mods Now,Gaming,1212,Flash Viral,4/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Played Facebook's VR Metaverse so you don't have to,Gaming,1214,Flash Viral,7/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
My Name is Johnny Anime. Let's Play ALL of Persona 5 Royal. The Full Kamoshida Arc,Gaming,1216,Flash Viral,11/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Built A Casino that Tortures Gamblers For Profit in SimCasino,Gaming,1225,Flash Viral,14/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Super Smash Your Brother Ultimate,Gaming,1231,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Ruining Slime Rancher by Destroying The Slime Economy,Gaming,1237,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Ruining Slime Rancher by Exploiting My Slimes For Profit,Gaming,1239,Flash Viral,5/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Ruining Slime Rancher by Crashing The Slime Stock Market,Gaming,1241,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Ruining Slime Rancher by Severely Mistreating My Slimes,Gaming,1243,Flash Viral,7/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Trombone Champ is way more than just a Trombone Game,Gaming,1245,Flash Viral,7/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I was sponsored to Destroy Valuable Spaceships in Hardspace: Shipbreaker,Gaming,1247,Flash Viral,58/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Man Who Assassinated JFK Plays Binding of Isaac,Gaming,1249,Flash Viral,4/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Torturing Beloved TV Stars in Darkest Dungeon,Gaming,1251,Flash Viral,65/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Don't Make Pizza the way I did,Comedy,1253,Flash Viral,19/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Deciding the New Ruler of the UK using Sid Meier's Civilization,Gaming,1257,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
A Very Upsetting Tier List Video,Gaming,1259,Flash Viral,46/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Breaking Disney's Dreamlight Valley by Starting A Drug Farm,Gaming,1261,Flash Viral,24/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Heavy Rain: A Laughably Stupid Interactive Movie,Gaming,1263,Flash Viral,10/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Made a Cult that Worships Capitalism in Cult of the Lamb,Gaming,1267,Flash Viral,14/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Let's Play All of Pokemon Black & White: A Nuzlocke,Gaming,1270,Flash Viral,85/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
"Let's Play Outer Wilds, for the First Time",Gaming,1277,Flash Viral,12/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Everything or Nothing: The James Bond Game that Tried To Be A New Movie,Gaming,1279,Flash Viral,18/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Entered a Twitch Plays Pokemon Race,Gaming,1282,Flash Viral,70/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
A Man Who Loves Crime Plays Phoenix Wright: Trials and Tribulations - The Final Case,Gaming,1284,Flash Viral,9/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
An Increasingly Stupid Session of Across the Obelisk -Sponsored,Gaming,1286,Flash Viral,20/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Building Universities that Teach Pain and Suffering in Two Point Campus,Gaming,1288,Flash Viral,12/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
"RTGame Animated: You're Guilty, Phoenix Wright. And I'll Sing Why.",Gaming,1291,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
A Man Who Loves Crime Plays Phoenix Wright: Trials and Tribulations - Part Three,Gaming,1293,Flash Viral,19/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
"PlateUp: A Cooking Game, with Permadeath",Gaming,1295,Flash Viral,26/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
We Entered a Family-Friendly Mario Kart Tournament,Gaming,1297,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
A Man Who Loves Crime Plays Phoenix Wright: Trials and Tribulations - Part Two,Gaming,1301,Flash Viral,19/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
We made Skyrim Multiplayer a Broken Hellscape ft. Let's Game It Out & Lolipopgi,Gaming,1303,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
You are a Bear. Build a Bed and Breakfast - Bear and Breakfast,Gaming,1305,Flash Viral,15/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
A Man Who Loves Crime Plays Phoenix Wright: Trials and Tribulations - Part One,Gaming,1307,Flash Viral,21/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Killing Everyone in Hitman by Comical Violent Means,Gaming,1309,Flash Viral,13/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
An Increasingly Stupid Session of Slay the Spire,Gaming,1313,Flash Viral,46/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
"Stray: A Cute Cat Adventure, in Cyberpunk Hell",Gaming,1315,Flash Viral,7/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Breaking Stardew Valley by Cooking Drugs For 200 Days,Gaming,1321,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Breaking Stardew Valley by Creating A Drug Island,Gaming,1323,Flash Viral,27/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I was sponsored to use a real Powerwasher responsibly,Gaming,1327,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Breaking Stardew Valley by Taking Power With Drugs,Gaming,1329,Flash Viral,33/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Let's Build a Cursed Lego Minecraft World,Gaming,1331,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Breaking Stardew Valley by Selling Thousands Of Drugs,Gaming,1333,Flash Viral,23/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I was sponsored to Survive Custom Lobbies in Fall Guys,Gaming,1335,Flash Viral,6/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Kyle Should Not Be Famous,Gaming,1338,Flash Viral,16/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Breaking Stardew Valley by Getting Married To Drugs,Gaming,1340,Flash Viral,18/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Breaking Stardew Valley by Making Drugs: Year 2,Gaming,1342,Flash Viral,17/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
A Very Stupid Man Plays Who Wants To Be A Millionaire,Gaming,1345,Flash Viral,66/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Mario Strikers Football is a Flawless Masterpiece with no flaws whatsoever,Gaming,1348,Flash Viral,7/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Quarry: A Very Stupid Interactive Horror Movie,Gaming,1351,Flash Viral,9/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Made Monsters by Playing With Dog Genetics in Wobbledogs,Gaming,1354,Flash Viral,68/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Breaking Stardew Valley by Cooking Drugs For 100 Days,Gaming,1368,Flash Viral,36/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Portal is a Timeless Masterpiece,Gaming,1370,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Breaking Stardew Valley by Becoming A Drug Lord,Gaming,1372,Flash Viral,37/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Breaking Stardew Valley by Building A Drug Empire,Gaming,1374,Flash Viral,36/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Regret Playing Risk. You could say I took a -RISK-,Gaming,1376,Flash Viral,31/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Breaking Stardew Valley by Creating A Drug Cartel,Gaming,1378,Flash Viral,47/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Breaking Stardew Valley by Farming Crypto Drugs,Gaming,1380,Flash Viral,36/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Breaking Stardew Valley by Starting A Drug Farm,Gaming,1382,Flash Viral,44/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Stanley Parable: A Metafiction of Madness,Gaming,1384,Flash Viral,21/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Destroying A Child Online in Nintendo Switch Sports,Gaming,1386,Flash Viral,12/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Firewatch: An Adventure in Isolation,Gaming,1388,Flash Viral,27/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Four Irish Youtubers Play Nintendo Switch Sports,Gaming,1390,Flash Viral,13/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Stanley Parable: A Nightmare of Narrative,Gaming,1392,Flash Viral,37/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Life has been hard before Nintendo Switch Sports,Gaming,1394,Flash Viral,7/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
"Bugsnax's DLC: A Conspiracy Horror Update, For Kids",Gaming,1396,Flash Viral,14/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I was sponsored to Watch My Family Die in Rogue Legacy 2,Gaming,1398,Flash Viral,15/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Ratatouille Video Game is Not A Masterpiece,Gaming,1400,Flash Viral,28/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Let's Play All of The Legend of Zelda: The Wind Waker,Gaming,1402,Flash Viral,57/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
We Baked Kirby into a Car,Gaming,1410,Flash Viral,12/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Lego Star Wars Prequels: A Cinematic Masterpiece,Gaming,1416,Flash Viral,6/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Let's Play All of Undertale: On My Terms,Gaming,1418,Flash Viral,14/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Kirby and the Forgotten Land: A Horror Game in Disguise,Gaming,1425,Flash Viral,84/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
WARNING: This Video Contains A Toad Voice. Run.,Gaming,1430,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
They made God DLC for Pokemon Legends Arceus,Gaming,1432,Flash Viral,46/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Elden Ring by Magical Stupid Means,Gaming,1434,Flash Viral,21/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
A Controversial Tier List of Every Pokemon Game,Gaming,1436,Flash Viral,1/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Five Irish Youtubers start a Dysfunctional Irish Farm,Gaming,1438,Flash Viral,5/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
When City Planning in Cities Skylines Ruins Reality,Gaming,1440,Flash Viral,8/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Elden Ring by Incredibly Stupid Means,Gaming,1442,Flash Viral,20/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Elden Ring by Violent Stupid Means,Gaming,1444,Flash Viral,35/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Elden Ring by Overpowered Stupid Means,Gaming,1446,Flash Viral,40/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Entered a Pokemon World Champion's Tournament,Gaming,1448,Flash Viral,21/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Elden Ring by Broken Stupid Means,Gaming,1450,Flash Viral,33/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Elden Ring by Increasingly Stupid Means,Gaming,1452,Flash Viral,36/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Beating Elden Ring by Completely Stupid Means,Gaming,1454,Flash Viral,46/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Lego Lord of the Rings: A Cinematic Masterpiece ft. Kiwo,Gaming,1459,Flash Viral,36/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
A Stupidly Lucky Man Opens Old Pokemon Cards,Gaming,1461,Flash Viral,4/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
A Cruel Man Plays Worldbox: The God Simulator Game,Gaming,1463,Flash Viral,26/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Let's Play All of Bloodborne,Gaming,1466,Flash Viral,59/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
The Man Who Ruined a Professional Mario Kart Career.,Gaming,1468,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Wii Sports Resort Will Forever Be Mii Childhood,Gaming,1472,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Pokemon Legends Arceus lets you Fight God Himself,Gaming,1479,Flash Viral,66/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Pokemon Legends Arceus Can't End Like This,Gaming,1482,Flash Viral,14/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Pokemon Legends Arceus has Taken Over My Life,Gaming,1484,Flash Viral,36/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Pokemon Legends Arceus is Actually Amazing,Gaming,1486,Flash Viral,25/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Pokemon Legends Arceus is the Most Exciting Pokemon Game in Years,Gaming,1488,Flash Viral,73/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Entered a Professional Pokemon Tournament,Gaming,1490,Flash Viral,24/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Monster Hunter is a Serious Game that takes itself Seriously,Gaming,1492,Flash Viral,36/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Let's Play All of Super Mario Sunshine,Gaming,1495,Flash Viral,95/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Best of RTGame 2021,Gaming,1517,Flash Viral,88/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Super Auto Pets lets me Throw Animals At Buses,Gaming,1520,Flash Viral,21/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Opened Pokemon Cards for the First Time since I was a kid,Gaming,1522,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
I Asked 300 Minecraft Players to Build A New India,Gaming,1524,Flash Viral,2/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Konfirm Baga (feat. Poggy Rytes),Music,74,Flash Viral,1/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
Oh Baba,Music,215,Flash Viral,4/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Daddy Raus,Music,222,Flash Viral,8/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
UPIJA WANE (feat. Jnr Kro/ Zarvid),Music,421,Flash Viral,3/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
Mangi commission (feat. Poggy Rytes & FoeFoe),Music,447,Flash Viral,4/100,Evergreen topic — publish whenever you're ready.,Skip it — high engagement but burns out before most creators can publish.
